Review_Text,Satisfied
"Total of waste of time and money.... Nothing of value in this magazine whatsoever. They pumped it full of color photos of basic structures and offered no instruction of any value. I opened it, scanned the contents and Threw it in the trash.This rag gets 0 stars.",False
I really love this sweet little book. It really is like having an experience knitter available to answers questions any time you need help. It is written clearly and the illustrations are equally clear. What I find especially helpful is the sections on problems and how to solve them. I have been encouraged to try new techniques just by browsing through this book because it gives you a clear idea of what you are getting yourself into.The small handbook size is just right for adding it to your knitting bag. The bibliography is extensive and Margaret refers you to books in the bibliography for more information. It is a wonderful starting point for knitters in need of help or information.,True
"I drive about two hours a day and needed the highest possible headset for calls with clients and numerous conference calls. I use the Ic3 for maximum noise isolation. It is quite good with the variety of earbuds Shure supplies. I use custom molded earplugs, which are superb. My BlackBerry suffers from low audio output, but with the high isolation of the I3c I actually have to turn it down. I am confident this will be good for my hearing in the long run.Reports are that the microphone noise rejection is good. I have not had a chance to test that personally.I listen to books on tape while I drive and am not talking, and the performance there is perfect as well.Only negative: lots of cords, but there probably is no way to connect to two independent devices without them.",True
"This book by Sharon Tyler Herbst, author of another indispensible book, the Food Lover's Companion, is a cooks dream come true. It contains solutions for almost every problem you will encounter in the kitchen, from how to properly choose and prepare artichokes to how to fix burned stews and any other question or minor emergency you might encounter in the kitchen. I highly recommend this book.",True
"After going through a few duds, I bought this fan two years ago. Over late spring to early fall, we have it on pretty much non stop whenever somebody's home. It still performs like new - very quiet and no wobbliness despite being on ""oscillate"" constantly. We also really like the breeze feature. We thought at first it was overkill that it showed the temperature but now we find that feature very useful, it's helpful to have an objective reading of the temperature. We haven't used the remote much but it works very well. And I still don't know what the ionizing function's for and don't really care.One thing to note - you need to clean the filter every once in a while. The fan was getting louder, but became quiet again when we used our vacuum hose to clean the filter on the back, there was a lot of dust and cat hair stuck there.",True
"The ink was inexpensive, considering how much ink it is. I think it will take me at least a year or two to use it all. I've been writing with the pen nonstop as my primary pen for 2 months and the first bottle isn't even noticiably lower on ink. Shipping was also fast and everthing arrived in good shape. Overall a great experience.",True
"Phillip Yancey asks such probing questions and is diligent about helping his readers find Biblical answers. He is not afraid to question, but has an abiding faith which shines through the book.",True
"Material is dated, one sided and offers little if any information as to sources of recommendations made. This book is less than credible and a waste of money!",False
"what the heck, even if I give it only two stars for poor writing, lame charectors, and contrived situations, it is fun in the same way those old Captain America and Bucky cartoons were. I mean, this book has it all...Evil Nazi clones! Jackbooted goons all in black riding SnoCats (as seen on TV in the Man from Uncle)! Loneghrin's Spear (aka the Holy Lance, per Cussler ""the holiest relic in Christianity!?!)! .... Butwait, there's more! You can have a bundle of fun laughing at Cussler's grasp of science and history. I always thought Star Trek was the low point of pop science, but no longer, Clive has taken the nadir for himself. .... And the history is even sillier. Cussler has a historian say ""it's a fact that the more advanced a civilization, the less they leave behind them"". Huh? That makes no sense whatsoever. ....",False
"This outfit is a very thin piece of felt that was stiched together and the wig looks nothing like the model. I expected some differences, but not as much as there was.",False
"This is a funny book, not that it is funny though! But reading it I was wondering - What kind of book is this? There is a ghost in it, so I thought maybe it is ghost story? But not really. Then there is also a story about a boy, Gareth, who is jealous upon the smaller boy in the family, Jasper, which is the shared child of his mothers new husband, Gareth's own father has broken the connection. So Gareth feels left out of the family and exerts pretty serious violent actions upon Jasper, so I thought then is then a psycho drama? But not really either. Then there is an old 1WW veteran who are dying Geordie. The book takes place in the 1990. What strikes me about the book is that the author is not afraid of decribing some of the tabuised areas of physical life. Things like the gentials, excrement and she even describes an intercourse with a highly pregnant woman.",False
Every Little Beat Of My Heart / Bad Attitude// Tell Me / Yours Is A Love / wired/ Into Your Life/ How Long Can I Wait? / Where You Are / I Can't Let Go/,True
"I will have to admit that it isn't the greatest show ever, but what captured me is the mood and atmosphere and environment of the idea for the show. I love post apocalyptic / survival type movies and video games and I do enjoy this one. I put it on the same level as the show Jericho, except maybe a bit better graphics. The acting isn't horrible, but isn't great. I don't really feel any strong connection with anyone person, although you do tend to hope for the character ""PoPe"". It is almost as if his strive for some sort of redemption and some humanity takes over the other characters influence. It isn't bad, I would watch more hoping for some twisted messages that they gave in the first season.",True
"This book is about buying value, and value stocks. This means you can sit on these stocks a long time. The author (in a market wizard book) stated ""Buying good companies at low prices will show a profit. It may take 2 months, or 2 years but eventually you will be right""Can you hold on to a losing stock for 2 years hoping it will come back? Not me. I trade maybe holding a stock from 1 to 5 days on average. It it keeps going my way I hold on longer. I cannot hope a cheap stock I bought works out in 2 years. I do not have time to wait or time to keep researching a losing position.So if you are a buy and hold investor and can sit on a loss for years and have tons of time for research then this book may be a good choice for you.From my point of view 2 stars, someone else that invests for the LONG TERM could give this book 5 stars.",False
A great read if you are interested in the inside story of the War in the Pacific. It has a lot of relevancy to 2007!,True
"I am a licensed psychologist and have read several books that I would deem useful for my clients - THIS IS NOT ONE OF THEM!! For anyone seeking practical advice from a truly gifted therapist and author, do yourself a favor and pass this book by. Just read the cover and look at the picture and you will see that this book is not written for the purpose of helping others, but for self-promotion for an aging therapist. In addition, several of this author's ""credentials"" have been achieved through mail order training programs. For those of us who are truly invested in helping others help themselves, I would say keep your money and donate it to a more worthwhile cause.",False
"I was very hesitant to read a book based upon dragons, a fantasy element I was never interested in, but after some encouragement from my friends, I picked the book up and never put it down! The reading is fun and the story really pulls you in. I identified very much with Lessa and Ramoth, and have been buying other Pern books ever since, and can't wait to get through them all!Anne McCaffrey brings to life a very real and reader friendly world where one needn't be concerned about magic and mythical beasts in order to enjoy a good heartfelt story of life on another planet. This story and the rest in the series are more Science Fiction than Fantasy, and I most enjoyed the contrast, despite my early misgivings. Highly recommended.",True
"beware, too much brake dust, Im driving in the city with 25 to 30 miles everyday. After 3 days of driving expect a lot of brake dust.5 stars for the rebate!UPDATE: sent a feedback thru their website and MR Jeff Simonsen answered. "" You will have to send the parts back and deal with the vendor you purchased them for."" I have no problem with the vendor, its your product that has a problem... its dusty.1/2 star for the customer service of Raybestos.",False
The water pic unit does not prime its small pump very well. One must push down on the plastic water container to get the flow started. The pressure settings are set too low. On my old unit the setting that worked for me was two. The new unit requires a six setting to equal the old unit's performance.,False
"Scarecrow Slayer is an abomination of a movie. This concerning (Mary) chasing whole movies by the scarecrow. Acting, it looks similar to college student. It was likely jeepers creeper and but more realistic than scarecrow. There performed was terrible, it felt like there be no director at all. The scarecrow then goes around killing people. There are no straight points in this movie.",False
Norton Antivirus let me know that turbotax wanted to do bad things... Amazon reviews and technical sites told me what ituit wanted to do. TaxCut and Money 2003 for me -- Rebates in 10 calendar days. BTW: The hard drive on my old PC with many years of tax data finally died today. I have my TaxCut backed up to another PC and just did a test printing of my almost finished return. Where would have TTax left me....?,False
I received this movie way before in expected it to arive. The movie had no defects to it. This is not the only movie that I have ordered here and I will definatly continue to do so as long as they keep up the awsomeLook Who's Talking/Look Who's Talking Too,True
I bought this book with the expectation of seeing examples from a experienced doll artist. I felt her painting was elementary and not artistic. I expected a more professional and pulled together product from someone writing a how to book. Stick to Jim Faraone's book or get on the internet and look up doll customizers and repaints. The overall information was good but her painting style is sloppy.,False
"I love my Nintendo 64! This is probably one of the best game systems, even though its popularity dropped at the arrival of the Gamecube. With games like Mario Kart 64, Super Mario 64, and the Legend of Zelda games (HA! Gamecube doesn't have them, makes N64 even better!), you can't go wrong with an N64. If I could, I'd give it 10 stars!",True
"I remember Harold Camping once claiming on Open Forum it was possible he was the second coming of the prophet Elijah. This was when he was convinced he knew the year, month, week, day, and hour of Christ's return...well, he was at least 99.99% sure. Keep in mind the Lord God states that prophecies based on Holy Scripture are 100% true. Anything less is a prophecy from a servant of Satan, an unsaved prophet of lies, otherwise known as a false prophet; which Harold Camping has revealed himself to be.If you're not convinced, ask yourself who's revealing the erroneous teaching Harold Camping preaches? Who revealed the year 1994? What's his name? Is it God?Harold Camping has come as an angel of light perverting God's Word to fit his evolving false prophecy. NEVER place a man's word over God's (""seek ye first the Kingdom of God,...""). Don't follow Harold Camping into Hell, where he will surely be with his master Satan.",False
I should not have gotten this stethoscope for my 7 year old daughter. It took us a while to figure out that it was put together wronge. When we got it to work it hurt my daughter's ears to wear them so I tried them on and agreed. She hasn't played with at all since Christmas. You get what you pay for.,False
"This one volume text of Europe's Reformation adequately covers the important features and issues of the Reformation. No, it does not have the depth or weighty material of larger, expanded or multiple volume work but for the person interested in knowing the people, events plus 'whys and 'hows' this work does a good job. The references are scholarly and the reading is not cumbersome. Nor does one need a thesaurus nearby to define terminology. For students of history, western civilation or for religious studies, this would be a great addition to have or own.",True
"Alright, I'll admit it : my english teacher made me read this book. However, I am pleased to say that unlike many of the other books that we've read this year, I did not in any way feel compelled to put it down after the first 50 pages and search for the cliff notes. It held my interest until the very end and even in the midst of my busy schedule, I finished the entire book with no regrets!",True
i will consider these book as a good book because the way it was written was somehow historical but the story is a nice story book,True
"This author may have a degree, but she advocates pornography as something liberating. Having a degree in Women Studies myself, I know that a majority of those women that are photographed are being sexually exploited. Some are threatened with a gun. Others resort to drugs and alcohol to lower the inhibitions. These women are runaways from incestuous homes. They are an easy target for the pimps and tricks. Advocating porn is like applauding sexual explotation of many women. If they freely would have chosen to work in the porn industry, they would not organize against it afterwards. She says the nudes she used to draw are not porn. To the contrary, they look like something that might appear in Hustler. Read ""Pornography: Men possessing women"" by Andrea Dworkin and decide for yourselves. She could have expressed her knowledge in less pages. Based on my experience, masturbation is very energy draining. It isn't sinful, but it might not be good for everybody.",False
"I got this CD today, and I can't stop playing it. Carmen has great talent as a singer, I don't know why she never tried another album! I have to admit, when I ordered this CD I thought it would be pop, but it is really more rap/hip-hop. The CD has 14 tracks, but really only 11 songs (the other three are very short ""segues""). The best song, in my opinion is ""Fantasia Erotica"". That song is amazing. I also like this CD because it is good fun music, it isn't too serious! Music that is too serious brings you down. This CD lifts your spirits. I would reccomend this to anyone who wants to hear great music, and it is a MUST-HAVE for any Carmen Electra fans! If you buy it, you will not regret it! (especially at the cheap price it's going for on here, $3.00!)BUY IT!!!!!!! Thanks for taking the time to read this review, and I am honored to be the first person to write a review for this CD!",True
"I bought this product when it was on sale for about 2 dollars so I thought it was a good deal. Big mistake. The sound quality is horrible, especially when used with headphones. Not to mention the fact that for some reason it caused by earphones to heat up to the point that they were burning my ears. After 2 days of use, the thing just died on me. I suggest spending a little more on a quality produce instead of this.",False
had that horrible plastic smell - couldn't get rid of it - wound up throwing it in the garbage - DON'T BUY THIS,False
"This edition of this item has an intrinsic manufacturing defect. The disc will come loose from the storage hub, and then it will rattle around inside a large space getting scratched during shipment all of the way to you. Amazon will take the item back, but why deal with the aggravation. This is a known problem, and Amazon keeps shipping these out to customers anyway. If you must have this item, look for it locally and try to find one that is not loose inside the packaging.",False
"Esperanza Rising is a book about a 13 year old girl who is starting over. Esperanza is the main character. In the beginning, Esperanza loses her dad and her home. Esperanza along with her mom and some of their servants decide to help them get to California to look for a better life. After a life of a big home and many servants, Esperanza has to adjust to life as a peasant.Esperanza Rising is easy book to understand, very interesting, and makes you want to read more and more. You could have seen images of the story as you read. The book has a very deep plot with new surprises at every corner both good and bad. Pam Munoz Ryan has outdone herself with Esperanza Rsing.",True
The fabric of this beanie is of good quality. The Bear logo is nice and thick. One of the things that I like about this type of beanie is that the top part of it is not big and bulgy. It snuggles your head very well. This would be a perfect gift for any person that likes the Chicago Bears or likes wearing beanies.,True
"One of the worst films I've ever seen. A disappointement to the Indie Film community. Horrible monologues, no story line, very little talking and very little symbolism and subtlety to make up for the lack of speaking roles in the film. Get with it and move your audience!!!! This film is silly and boring.",False
"I found this book to be interesting in that the author addresses numerous issues that most writers would not dare to address in terms of African American race intra-relations. Unfortunately, she does a poor job with analyses about her own self-perceptions and choices she made in terms of dating and close relationships. It's evident that she grappled with how she fit in the broad scheme of things (i.e., the BLSA at HLS, other African Americans in the Air Force, etc.), but the book offers little closure on these issues, really. I would recommend that the author take notes from ""White is a state of mind"", by Melba Patillo Beals. This author fully addressed her choice to marry a white man, internal struggles with regard to relationships in general and men in particular, and choices she made throughout her life as it related to her career, etc. I really enjoy memoirs overall, but Dickerson left me hanging.",False
"This is the worst book I have read in YEARS!!!!!!!!! I sure wish I could get my money back on this .... If you have not read this ... yet and I sure hope that you have not, do yourself a favor and save your money and time. This book is a joke.",False
"I'm not, by nature, overly impressed with trivia books. I enjoy them at times, but I rarely consider them ""page-turners"", which is why they are often considered great choices for bathroom reading material. This collection is a welcome exception! History is a fascinating field, something more people need to realize but few can grasp after years of stale high school history lessons. This book has a lot of fascinating material in it, and offers the reader a wealth of hilarious and/or startling trivia. This book is well worth the cost!",True
"Jane K. Celand's CONSIGNED TO DEATH has flaws, but the introduction to Josie Prescott keeps you turning pages. Any reviewer likes to see a mystery series devoted to their profession and here is where I found the flaws.Josie's very high end merchandise is way out of our price range, but her constant use of the word, ""yeah"" for ""yes"" is irritating. We have been in the business for over thirty years and we've never heard a dealer use that when answering someone. We're reading the series out of order and didn't notice this in KILLER KEEPSAKES. Others have mentioned the constant waterworks, etc.Still, this is a fun read, either for the mystery/suspense or the antiques.Nash Black, author of Indie finalists WRITING AS A SMALL BUSINESS and HAINTS.",True
"Seems to be not a few ardent fans of Mr. Crowley reviewing this work, which is claimed to be thorough and professional. Even so, Chistopher S. Hyatt's actual review printed on the back cover is worth noting:""Dr. Kaczynski ... is on the bleeding edge of academic research on occultism""Now, after a recommendation like that, who wouldn't be intrigued?LOL",False
Who wouldn't love there own spiderwick notebook! I keep track of my own fairie sightings in mine.,True
"I purchased this bike about 2 months ago. Unfortunately, I suffered a knee injury and haven't been able to use it as much as I would have liked. It came to me very nicely packaged and all of the hardware was very nicely labeled. It only took my brother and I about an hour to put it together from start to finish. The directions were easy to follow. The bike itself it extremely quiet, no need to turn up the tv while riding. There are great programs to keep your ride enjoyable. The fan doesn't really blow that far to feel any of the air. Like previous reviewers I didn't put the pedal straps onto the bike, which doesn't seem to make much difference. It's very easy to use the computer module and the seat is very comfortable. I thoroughly enjoy it, (as much as I can at this time).",True
"I bought this out of print book from one of the Amazon.Com used book vendors thinking that I didn't have much to lose at such a cheap price. Maybe it's just me but when I see a football book with a title that begins with ""STRATEGIES OF,"" I automatically assume the book will be about playcalling and other X's and O's that helped the great ones win so often. If that's what you think you're getting with this book, forget it. All this book is is a compilation of brief bios of some of the most famous coaches of all time such as Tom Landry, Vince Lombardi, Knute Rockne, Bear Bryant and Don Shula. The only strategies covered are overviews of some of the coach's contributions to the game of football and a few comments taken from magazines that reveal their occasional psychological strategies. Basically, you could enter the coach's name in a web browser and probably find the same information you would in this book. I should have saved my money.",False
This is a great book to add to your collection. It has been instrumental in my studies and I highly recommend it.,True
"I could hardly bear to put this book down! Blending facts with fiction, John Twelve Hawks has written a novel that is highly entertaining, eerily thought-provoking, and engaging. It may not be the most sophisticated novel ever written .... I don't know enough to argue anyone about that.All I know is I enjoyed every single minute I spent with this book, and I can't WAIT for the next installment.As for Mr. Twelve Hawks' identity, it's hard to believe that he's truly ""off the grid"", and unknown ""even to his agent and publicist"" -- I mean, where do the royalty checks go? ""General Delivery"" at some remote post office in the Himalayas?It doesn't really matter. This is an excellent, entertaining novel that will make the average person *think* at least a little bit. Read it and enjoy it for what it is! (But don't let it fall into the hands of any of your paranoid, survivalist relatives or friends.)",True
These guys are something special. i say you go get this cd. you won't regret it. i'm a big fan of their music and i guatantee you will be too! I love australian music. it just keeps getting better and better and these guys are one of the best.,True
"I have a hard time finding shoes that fit with my high arches. I hesitate to order tennis shoes because most of them are poorly designed -- they are designed to kill your ankles, rub them raw when walking, and damage your achilles tendon. This shoe is just another example: my ankle has been rubbed raw with just a 1 mile walk. I would walk 2.5 to 3 miles, but the pain on the ankle and achilles tendon prevent that.This shoe is parially made in the US and partially made in China -- let's get shoes made in wholly in the US.",False
The Last Coin is hilarious and I couldn't put it down. I liked it so much I read it twice and I never read a book more than once. The characters are quirky and entertaining. James Blaylock has a great sense of humor and knows how to put it in writing. Highly recommended.,True
"Carelessly banal, insipid,and cliche, this book is not worthy to be published under ANY name, much less a name that people buy because (with few exceptions) his books are a decent, if somewhat superficial, read. (Some are FAR better than others.) And this one is the worst of the lot. The worst of anyone's lot! I am a voracious reader & read even some bad and mediocre books to the finish just to find out what happens. I forced myself to keep reading this drivel until I just couldn't stand it any more and put it down, half finished. Yuck.",False
"I'm a little disappointed because I'm looking into buying a few of the books about the series. Of the four I'd like to get, one of them is only in hardcover (Serenity: The Shepherd's Tale) and one is only in paperback (this one).I'm not trying to complain, but it would be amazing if this came as a hardcover considering every other book published is available in that form. Either way, I just wish I could have them all in the same format to make them look somewhat uniform on my shelf.",True
"This is a very charming story about a person trying to go after the dream of becoming an actor. A story heard before but told in a very true sense and the many comedic pitfalls that befall someone pursuing this goal. Kelly looked very pretty, but I agree in one of the other reviews that Lou Myers stole the show as Half-Step Wilson. A cute independent film.",True
"The rhythm is a dazzling array of percussion, mostly African and Brazilian samba, from artists around the world. It's a soothing and ambient high that rarely lets you down. When the songs aren't great, because the melody of the lead vocals can't keep up, as on the Cool River, Paul Simon himself is to blame. But this is his best, most poetic album so far; timeless in the sense that live tribe music never dies. Even if you're not an Elvis Presley fan yet Graceland is one of your favorite places to visit, it takes some time to unravel the musical complexity and fully appreciate the beauty of The Coast, Spirit Voices and the like.marcellee.com",True
Book arrived in great condition w/ fast shipping. It's easy to use and use. Have language reference going both directions. Just what I needed for beginning spanish.,True
"I am not big on comedies, however I must say that I loved 40 Year Old Virgin. Perhaps its because of Steve Carell who is very convincing and unknowingly sweet. He's very real in his acting, its almost a non-act. He doesn't have to pretend to be funny, like Will Ferrell, he just IS funny. The movie itself looks like a typical dirty joke raunchy type of film. And it sort of is. It has your sex jokes, and lots of them, but like I said, it also has a tender side and an actual plot. The other characters are all funny in their own way, and as a whole, the movie works. Its also way better than Knocked Up, which I thought to be extremely overrated and not funny.",True
"Worst of all time. Flanigan and Zingale just defecated on my face with this pile of waste. My life has been wasted, I feel raped and alone. Watch CNN during election time and gather everything you ever need to know about the material in this book.",False
This bottle is indistructable and doesn't leak. A great sports bottle for my active 10 yr. old.,True
"My favorite shoe--I have them in brown and black...and actually this is my 2nd pair of black. I wore out the first pair I had! I have narrow feet and these fit perfectly. I can walk on them for long distances or stand for hours with no pain in my feet. Pretty much all of my other shoes are Softwalk as well, but these are my faves!!",True
"After searching for this book for over a month I finally received my copy and set out to study all about the Oregano in my cupboard. Much to my surprise before even finishing the introduction Dr. Igram disclaimed the whole title with a statement the Oregano that we can purchase at the grogery or health food store was not acceptable. ""In other words , whatever the supermarket has on its shelves or whatever the health food purveyor might provide, it isn't medical grade oregano: period. Such products will not and cannot exhibit the curative effects described in this book."" Mr Igram then goes on to promote a obscure company as the sole source for the oregano that works. If you decide to call the 800 number listed be prepared to shell out around a hundred dollars. Overall the book could have been a lot of fun and quite a help for home remidies. The only problem is I don't know and he didn't tell me what this stuff in my cupboard should be.",False
"I buy A LOT of Permuted Press books, and I have to say that this little guy was the worst. Reminded me of a short story a high school kid would come up with. Very disappointed, as reviews were pretty good on it. If you're an adult, don't be fooled by the good reviews this thing got. It's clearly been reviewed by 12 year-olds.",False
The book is good at pointing the seller in the right directions. Theauthor is causious at not going to far in giving too much advice whichcauses the reader to have to do more homework. I felt it gave me morequestions than answers. I felt overwhelmed by all the steps and whereto go to accomplish the task at hand.,False
people need to sit back and realize that bill o'reilly is a tool and he really needs to keep his opinions to himself. dispite the fact that this book should be the first book ever banned by the u.s. government it is an insult to all americans who can read or own a tv. hipocracy seems to suit some tv hosts best. here's to maddox.,False
"While I thought her first two albums were still quite nice, dancey and interesting in Latin styles, this album turns out to be rather weak. You really hear that her voice is not the strongest and so are her tracks. The beats are ok, but don't expect to find anything that goes beyond the single tracks.",False
"This watch only gets one star because I returned it. My husband has had a casio g-shock since the mid 80s and he has loved it and except for replacing the battery, it still works great! I usually buy a cheap watch every couple of years but decided to go for something more expensive. Upon viewing this baby G, I was not impressed. It has a cheap look to it and is too big for a woman (even though I am not small by any means!)",False
"The SACD layer has numerous flaws, pops & odd noises. This was verified on numerous players. Could be a defective disc, but it would be the first I've run into since selling CDs in the early eighties. The first two tracks are fabulous",False
"This book provides both perspectives and methods for ""growing whole"" in a world full of crises and challenge. I appreciate the author's perspectives on how ""work on oneself"" helps contribute to the world; so often personal work and social action are seen as separate and even conflicting. The exercises found throughout are easy to do on one's own, or with others in a group.I also recommend the accompanying audiotape/journal called ""Growing Whole: Exploring the Wilderness Within.""",True
I enjoyed this book so much that I went out and did quite a bit of research on my own about the Japanese leagues. It is entertaining and at the same time you will be educated. I recommend this one to anyone who loves baseball or is interested in the Japanese culture.,True
"I was surprised by the mixed reviews of this book. I have read many Susan Conant books, and consider this as one of my top three favorites. I loved the change of setting, and the new characters were refreshing and had depth. I am hoping they will be recurring in Conant's upcoming books. Far from being disappointed with the development of Steve Delaney's character, I was thrilled that Conant took the risk~she successfully avoids the standard relationship storyline and creates something much more intriguing. And getting to know Buck was a welcome event. Most importantly, the Holly Winter character retains the strong, independent, and dog-loving nature that I love about her, and I look forward to more!",True
"Bought this for my 1year old boy. The bear is the perfect size for his little hands, he loves to chew on the flagpole, and the little cart he loves to take apart(the wheels and axle are attached so the front axle is velcroed on as is the back)No choking hazard! So for the actual intended use of pulling it around we haven't seen that happen, but it does entertain in several other ways. Plus it is super cute and of very high quality. I Love Haba toys for that reason. Plus, there are NO batteries and annoying sounds.",True
"We own every season of Emergency and were really looking forward to Emergency: The Final Rescues, but were greatly disappointed. It appears as if the final season was used as either a testing ground or launch pad for other series the network owned. While Roy and Johnny are featured in the final episodes of the series, albeit sparingly, nobody else from the Station 51 or Rampart gangs joins them. In this age where television shows offer actual series finales so the viewing public can say goodbye to old friends, Emergency apparently ended, very quietly, the year before the final season aired.",False
"When it works, the sound and light all good.A new Battery died in a week then Transmitter died shortly.",False
"This game is like all the other Bond games, Except Golden Eye. It took me three hours to beat the entire game. The multiplayer is slow and akward. The control set up is difficult to learn and thier are few options to get out of them. If you like Bond rent this one, if not save your money and with your extra time go find yourself a girlfriend. You'll be glad you did.",False
"A fast paced book with an interesting plot and a plausible hero in John Taft. Good first novel. Enjoyed the last page, I assume T,E,S,__, A has an ""L"" in it.",True
This Harmony remote is easy to set up. It works all the components flawlessly. The buttons are labeled so it is easy to use right out of the box. I even found myself using it well in a semi dark room after the first day with almost no hunt and peck. I am sure others well find it as easy and convenient as I.,True
"Windows Vista for Dummies by Andy Rathbone is the manual every computer beginner or not such a beginning dummy needs! It is so very instructive without heavy technical explanations that make you forget your original problem. It plainly and simply walks you through each feature on your computer, in general and how to use the internet intelligently and safely. What I really like is that Andy throws in so many tips and and great ways to make your life simple during your search. Highly recommend it!",True
I have purchased 2 of these in the past year and both times they jammed and broke. I did not overload the ice. I think it is an inferior product and a waste of money.,False
